group_id,tier,category,template,scheme_ids,w_bits,a_bits,k_bits,v_bits,format,sig_width,exp_width,ieee_compliance,acc_terms,acc_width,lanes,rows,cols,in_bits,out_bits,asymmetric,with_requant,mapping_scope,notes,run_id,clock_period_ns,clock_mhz,run_dir,rtl_bundle_sha256,library_set_id,target_libraries,compile_mode,keep_hierarchy,operating_condition_requested,max_cores,library_setup_sha256,mapped_cell_area_um2,leaf_cell_count,blackbox_count,wns_ns,critical_delay_ns,achieved_fmax_mhz,timing_met,tool_version,status,report_dir,combinational_area_um2,noncombinational_area_um2,buf_inv_area_um2,net_interconnect_area_um2,total_cell_area_report_um2,total_area_report_um2
INT_MAC_W3_A4_N64,L2,scalar_int_mac,int_mac,,3,4,,,signed_integer,,,,64,14,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A4_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W3_A4_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,84.994,147.0,0.0,0.300513,0.699487,1429.61913517,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A4_N64__T1p0ns/reports,45.227,39.766999,4.459,,84.994,
INT_MAC_W3_A4_N64,L2,scalar_int_mac,int_mac,,3,4,,,signed_integer,,,,64,14,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A4_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W3_A4_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,84.994,147.0,0.0,0.205513,0.694487,1439.91176221,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A4_N64__T0p9ns/reports,45.227,39.766999,4.459,,84.994,
INT_MAC_W3_A8_N64,L2,scalar_int_mac,int_mac,,3,8,,,signed_integer,,,,64,18,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A8_N64__T2p0ns,2.0,500.0,build/INT_MAC_W3_A8_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,124.397,202.0,0.0,1.12324,0.87676,1140.56298189,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A8_N64__T2p0ns/reports,70.798001,53.598999,5.551,,124.397,
INT_MAC_W3_A8_N64,L2,scalar_int_mac,int_mac,,3,8,,,signed_integer,,,,64,18,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A8_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W3_A8_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,128.219001,162.0,0.0,0.0725538,0.9274462,1078.22965904,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A8_N64__T1p0ns/reports,74.620002,53.598999,4.277,,128.219001,
INT_MAC_W3_A8_N64,L2,scalar_int_mac,int_mac,,3,8,,,signed_integer,,,,64,18,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A8_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W3_A8_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,130.585001,187.0,0.0,0.0333253,0.8666747,1153.83545868,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A8_N64__T0p9ns/reports,76.986002,53.598999,5.187,,130.585001,
INT_MAC_W3_A16_N64,L2,scalar_int_mac,int_mac,,3,16,,,signed_integer,,,,64,26,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A16_N64__T2p0ns,2.0,500.0,build/INT_MAC_W3_A16_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,204.204001,321.0,0.0,0.742544,1.257456,795.256454301,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A16_N64__T2p0ns/reports,122.941002,81.262999,8.281,,204.204001,
INT_MAC_W3_A16_N64,L2,scalar_int_mac,int_mac,,3,16,,,signed_integer,,,,64,26,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A16_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W3_A16_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,229.047001,351.0,0.0,8.70228e-06,0.99999129772,1000.00870236,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A16_N64__T1p0ns/reports,147.784002,81.262999,10.374,,229.047001,
INT_MAC_W3_A16_N64,L2,scalar_int_mac,int_mac,,3,16,,,signed_integer,,,,64,26,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W3_A16_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W3_A16_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,227.591001,392.0,0.0,0.0001387,0.8998613,1111.28237207,1,X-2025.06-SP3,ok,build/INT_MAC_W3_A16_N64__T0p9ns/reports,146.328002,81.262999,12.285,,227.591001,
INT_MAC_W4_A4_N64,L1,scalar_int_mac,int_mac,,4,4,,,signed_integer,,,,64,15,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A4_N64__T2p0ns,2.0,500.0,build/INT_MAC_W4_A4_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,97.552,162.0,0.0,1.20585,0.79415,1259.20795819,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A4_N64__T2p0ns/reports,54.327001,43.224999,3.913,,97.552,
INT_MAC_W4_A4_N64,L1,scalar_int_mac,int_mac,,4,4,,,signed_integer,,,,64,15,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A4_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W4_A4_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,97.097,162.0,0.0,0.255523,0.744477,1343.22484106,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A4_N64__T1p0ns/reports,53.872001,43.224999,3.913,,97.097,
INT_MAC_W4_A4_N64,L1,scalar_int_mac,int_mac,,4,4,,,signed_integer,,,,64,15,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A4_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W4_A4_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,97.097,162.0,0.0,0.160523,0.739477,1352.30710353,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A4_N64__T0p9ns/reports,53.872001,43.224999,3.913,,97.097,
INT_MAC_W4_A8_N64,L1,scalar_int_mac,int_mac,,4,8,,,signed_integer,,,,64,19,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A8_N64__T2p0ns,2.0,500.0,build/INT_MAC_W4_A8_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,136.136,225.0,0.0,0.967134,1.032866,968.179802608,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A8_N64__T2p0ns/reports,79.079001,57.056999,5.369,,136.136,
INT_MAC_W4_A8_N64,L1,scalar_int_mac,int_mac,,4,8,,,signed_integer,,,,64,19,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A8_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W4_A8_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,141.050001,196.0,0.0,0.0667197,0.9332803,1071.48945499,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A8_N64__T1p0ns/reports,83.993002,57.056999,4.641,,141.050001,
INT_MAC_W4_A8_N64,L1,scalar_int_mac,int_mac,,4,8,,,signed_integer,,,,64,19,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A8_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W4_A8_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,142.870001,216.0,0.0,0.0145475,0.8854525,1129.3660586,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A8_N64__T0p9ns/reports,85.813002,57.056999,5.369,,142.870001,
INT_MAC_W4_A16_N64,L1,scalar_int_mac,int_mac,,4,16,,,signed_integer,,,,64,27,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A16_N64__T2p0ns,2.0,500.0,build/INT_MAC_W4_A16_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,223.132,395.0,0.0,0.586166,1.413834,707.296613322,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A16_N64__T2p0ns/reports,138.411002,84.720999,11.102,,223.132,
INT_MAC_W4_A16_N64,L1,scalar_int_mac,int_mac,,4,16,,,signed_integer,,,,64,27,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A16_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W4_A16_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,245.973002,411.0,0.0,0.000450253,0.999549747,1000.45045582,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A16_N64__T1p0ns/reports,161.252003,84.720999,9.646,,245.973002,
INT_MAC_W4_A16_N64,L1,scalar_int_mac,int_mac,,4,16,,,signed_integer,,,,64,27,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A16_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W4_A16_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,252.980002,448.0,0.0,0.000984132,0.899015868,1112.3274189,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A16_N64__T0p9ns/reports,168.259003,84.720999,13.559,,252.980002,
INT_MAC_W6_A4_N64,L2,scalar_int_mac,int_mac,,6,4,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A4_N64__T2p0ns,2.0,500.0,build/INT_MAC_W6_A4_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,116.025,191.0,0.0,1.09142,0.90858,1100.61854762,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A4_N64__T2p0ns/reports,65.884001,50.140999,4.641,,116.025,
INT_MAC_W6_A4_N64,L2,scalar_int_mac,int_mac,,6,4,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A4_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W6_A4_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,119.392001,151.0,0.0,0.0957671,0.9042329,1105.9097717,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A4_N64__T1p0ns/reports,69.251002,50.140999,3.913,,119.392001,
