group_id,architecture_class,rtl_topology,supported_modes,int_w_bits,int_a_bits,fp_sig_width,fp_exp_width,throughput_contract,accumulator_contract,notes,run_id,clock_period_ns,clock_mhz,run_dir,rtl_list,rtl_bundle_sha256,library_set_id,target_libraries,compile_mode,keep_hierarchy,max_cores,mapped_cell_area_um2,leaf_cell_count,blackbox_count,wns_ns,critical_delay_ns,achieved_fmax_mhz,timing_met,rtl_bundle_sha256_reported,library_setup_sha256,tool_version,status,report_dir,combinational_area_um2,noncombinational_area_um2,buf_inv_area_um2,net_interconnect_area_um2,total_cell_area_report_um2
MIXREF_BF16,reference,existing_fp_mac,BF16xBF16,,,7,8,1 FP MAC/cycle,same-format BF16,Repeat existing anchor,MIXREF_BF16__T1p0ns,1.0,1000.0,evidence/baseline/MIXREF_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1373.918017,2358,0,-0.193165,1.193165,838.107051414,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/MIXREF_BF16__T1p0ns/reports,1334.151017,39.766999,128.673999,,1373.918017
MIXREF_BF16,reference,existing_fp_mac,BF16xBF16,,,7,8,1 FP MAC/cycle,same-format BF16,Repeat existing anchor,MIXREF_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/MIXREF_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1410.136018,2372,0,-0.264302,1.164302,858.883691688,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/MIXREF_BF16__T0p9ns/reports,1370.369019,39.766999,122.667999,,1410.136018
SEP_W4A8_FP8,separate,separate_int_fp_reference,W4A8 + FP8xFP8,4,8,3,4,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W4A8_FP8__T2p0ns,2.0,500.0,evidence/baseline/SEP_W4A8_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,638.547009,1148,0,3.96967e-05,1.9999603033,500.009924372,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W4A8_FP8__T2p0ns/reports,541.723011,96.823998,39.220999,,638.547009
SEP_W4A8_FP8,separate,separate_int_fp_reference,W4A8 + FP8xFP8,4,8,3,4,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W4A8_FP8__T1p0ns,1.0,1000.0,evidence/baseline/SEP_W4A8_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1107.743013,1937,0,0.000243247,0.999756753,1000.24330618,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W4A8_FP8__T1p0ns/reports,1010.919014,96.823998,90.544999,,1107.743013
SEP_W4A8_FP8,separate,separate_int_fp_reference,W4A8 + FP8xFP8,4,8,3,4,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W4A8_FP8__T0p9ns,0.9,1111.111111111111,evidence/baseline/SEP_W4A8_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1262.989015,2088,0,-0.0490527,0.9490527,1053.68226654,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W4A8_FP8__T0p9ns/reports,1166.165017,96.823998,106.651999,,1262.989015
SEP_W8A8_FP8,separate,separate_int_fp_reference,W8A8 + FP8xFP8,8,8,3,4,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W8A8_FP8__T2p0ns,2.0,500.0,evidence/baseline/SEP_W8A8_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,849.576016,1410,0,0.000109553,1.999890447,500.02738975,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W8A8_FP8__T2p0ns/reports,752.752018,96.823998,39.857999,,849.576016
SEP_W8A8_FP8,separate,separate_int_fp_reference,W8A8 + FP8xFP8,8,8,3,4,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W8A8_FP8__T1p0ns,1.0,1000.0,evidence/baseline/SEP_W8A8_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1331.876019,2242,0,4.73857e-05,0.9999526143,1000.04738795,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W8A8_FP8__T1p0ns/reports,1235.052021,96.823998,97.187999,,1331.876019
SEP_W8A8_FP8,separate,separate_int_fp_reference,W8A8 + FP8xFP8,8,8,3,4,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W8A8_FP8__T0p9ns,0.9,1111.111111111111,evidence/baseline/SEP_W8A8_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1462.279021,2399,0,-0.0645591,0.9645591,1036.74310885,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W8A8_FP8__T0p9ns/reports,1365.455023,96.823998,125.488999,,1462.279021
SEP_W4A8_BF16,separate,separate_int_fp_reference,W4A8 + BF16xBF16,4,8,7,8,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W4A8_BF16__T2p0ns,2.0,500.0,evidence/baseline/SEP_W4A8_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1262.352017,2390,0,0.000134826,1.999865174,500.033708772,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W4A8_BF16__T2p0ns/reports,1151.696019,110.655998,101.464999,,1262.352017
SEP_W4A8_BF16,separate,separate_int_fp_reference,W4A8 + BF16xBF16,4,8,7,8,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W4A8_BF16__T1p0ns,1.0,1000.0,evidence/baseline/SEP_W4A8_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1755.936023,3078,0,-0.199409,1.199409,833.74395223,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W4A8_BF16__T1p0ns/reports,1645.280024,110.655998,145.144999,,1755.936023
SEP_W4A8_BF16,separate,separate_int_fp_reference,W4A8 + BF16xBF16,4,8,7,8,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W4A8_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/SEP_W4A8_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1868.958024,3240,0,-0.249387,1.149387,870.028980665,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W4A8_BF16__T0p9ns/reports,1758.302026,110.655998,161.069999,,1868.958024
SEP_W8A8_BF16,separate,separate_int_fp_reference,W8A8 + BF16xBF16,8,8,7,8,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W8A8_BF16__T2p0ns,2.0,500.0,evidence/baseline/SEP_W8A8_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1470.833025,2607,0,0.000305295,1.999694705,500.076335402,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W8A8_BF16__T2p0ns/reports,1360.177026,110.655998,101.009999,,1470.833025
SEP_W8A8_BF16,separate,separate_int_fp_reference,W8A8 + BF16xBF16,8,8,7,8,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W8A8_BF16__T1p0ns,1.0,1000.0,evidence/baseline/SEP_W8A8_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2021.92903,3405,0,-0.192784,1.192784,838.374760225,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W8A8_BF16__T1p0ns/reports,1911.273032,110.655998,151.514998,,2021.92903
SEP_W8A8_BF16,separate,separate_int_fp_reference,W8A8 + BF16xBF16,8,8,7,8,4 INT + 1 FP simultaneous,dual,Both outputs visible,SEP_W8A8_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/SEP_W8A8_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2119.84503,3514,0,-0.255755,1.155755,865.235279103,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SEP_W8A8_BF16__T0p9ns/reports,2009.189032,110.655998,171.625999,,2119.84503
DUAL_W4A8_FP8,dual_domain,dual_domain_int_fp_reference,W4A8/FP8,4,8,3,4,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W4A8_FP8__T2p0ns,2.0,500.0,evidence/baseline/DUAL_W4A8_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,620.71101,1133,0,1.12057e-05,1.9999887943,500.002801441,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W4A8_FP8__T2p0ns/reports,534.261011,86.449999,37.946999,,620.71101
DUAL_W4A8_FP8,dual_domain,dual_domain_int_fp_reference,W4A8/FP8,4,8,3,4,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W4A8_FP8__T1p0ns,1.0,1000.0,evidence/baseline/DUAL_W4A8_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1020.838012,1855,0,0.000116765,0.999883235,1000.11677864,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W4A8_FP8__T1p0ns/reports,934.388013,86.449999,85.266999,,1020.838012
DUAL_W4A8_FP8,dual_domain,dual_domain_int_fp_reference,W4A8/FP8,4,8,3,4,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W4A8_FP8__T0p9ns,0.9,1111.111111111111,evidence/baseline/DUAL_W4A8_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1191.827014,1988,0,-0.0382066,0.9382066,1065.86331838,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W4A8_FP8__T0p9ns/reports,1105.377016,86.449999,108.471999,,1191.827014
